Time (milliseconds),ax,ay,az,light,mx,my,mz,sound,temp
241554,-1028,264,-660,0,-2.1,141.45,-291.9,26,27
241706,-892,168,-500,0,-1.8,139.65,-290.85,26,27
241754,-940,248,-436,0,-3.9,138.15,-289.95,22,27
241914,-964,180,-404,0,-6.3,137.7,-287.7,63,27
241974,-1008,-96,-316,0,-10.65,133.05,-288.45,33,27
242121,-1060,-40,-224,0,-15.45,130.65,-291.6,48,27
242282,-768,196,-160,0,-16.8,130.35,-294.75,37,27
242314,-1260,432,-48,0,-13.8,130.8,-296.4,45,27
242467,-944,604,28,0,-11.1,133.05,-301.2,22,27
242514,-980,576,-104,0,-9.75,134.55,-303.75,26,27
242674,-1028,500,-88,0,-10.35,134.7,-305.55,37,27
242718,-1044,352,-24,0,-12.9,133.2,-306.45,22,27
242881,-1092,496,-16,0,-19.2,130.5,-311.55,18,27
242966,-1156,584,80,0,-26.1,126.15,-313.65,41,27
243135,-816,712,96,0,-30.9,125.7,-318,22,27
243206,-560,684,16,0,-36,125.7,-318.6,22,27
243365,-816,744,244,0,-33.9,124.05,-313.95,26,27
243527,40,1468,-548,0,-40.2,123.6,-325.65,30,27
243560,44,1204,-356,0,-43.2,123,-303.3,45,27
243711,-588,488,-300,0,-43.2,138.15,-261.9,52,27
243872,-676,92,-652,0,-38.85,160.05,-249.75,60,27
243906,-860,-392,-704,0,-38.4,171.75,-250.35,63,27
244056,-784,8,-760,0,-38.1,174.9,-253.95,97,27
244287,-548,368,-120,0,-44.85,160.65,-247.95,82,27
244323,-336,1236,-340,0,-46.05,132.75,-274.65,56,27
244471,-216,1860,-284,0,-48.6,124.35,-302.4,18,27
244633,-648,1800,368,0,-45,122.25,-315,22,27
244666,-584,884,44,0,-43.05,122.1,-310.35,22,27
244817,-392,552,-60,0,-42.3,121.8,-307.5,18,27
244978,-340,524,376,0,-44.1,125.1,-334.05,45,27
245010,-256,732,808,0,-43.5,135.3,-365.25,41,27
245162,-540,1152,788,0,-41.4,139.2,-369,37,27
245210,-640,1064,356,0,-41.7,123.45,-341.85,33,27
245372,-728,324,212,0,-49.35,131.25,-327.6,48,27
245446,-516,1084,-52,0,-40.05,118.35,-319.65,26,27
245600,-744,1628,28,0,-44.55,122.1,-298.05,60,27
245761,-552,732,-88,0,-42.3,125.4,-286.8,45,27
245794,-644,868,-272,0,-39.75,126.6,-282.45,60,27
245946,-752,636,-352,0,-18,142.5,-253.05,37,27
246107,-1344,1996,-1152,0,-79.05,138.45,-265.35,112,27
246158,-136,1012,-544,0,-39.45,191.1,-226.65,93,27
246314,-108,464,-900,0,38.25,158.25,-181.5,153,27
246476,-948,608,760,0,53.1,114.3,-130.05,108,27
246510,-128,2040,-1836,0,111.6,117.3,-198.45,123,27
246660,-452,696,468,0,116.85,111.75,-190.95,67,27
246742,-1304,1516,356,0,117.6,115.95,-201.45,45,27
246890,-240,1408,800,0,111.75,130.05,-222.6,37,27
246942,-128,856,780,0,110.7,130.5,-222.6,22,27
247098,-276,740,848,0,109.8,126,-217.35,22,27
247259,-236,372,480,0,110.85,119.85,-218.55,37,27
247310,-304,668,716,0,112.2,119.4,-217.35,30,27
247466,-364,748,668,0,113.25,118.05,-216.15,18,27
247554,-512,484,1164,0,116.1,117.3,-214.8,26,27
247720,-532,672,704,0,118.5,116.7,-213.3,37,27
247927,-456,804,392,0,118.95,111.45,-200.25,116,27
247974,-468,812,584,0,115.35,108.45,-196.2,63,27
248134,-324,1292,396,0,111,107.85,-204.6,67,27
248296,-336,756,316,0,113.85,105.75,-195.6,71,27
248330,-260,1144,588,0,111.15,106.5,-201.3,56,27
248526,-224,512,768,0,104.4,123.45,-225.6,78,27
248570,-72,640,1292,0,105.6,117.75,-223.35,67,27
248734,-292,112,784,0,111.9,92.55,-240.9,108,27
248895,-232,900,296,0,119.4,75.75,-227.25,56,27
248926,-272,780,276,0,118.95,74.85,-224.7,33,27
249081,-260,948,656,0,120.9,74.55,-220.2,97,27
249310,-256,928,336,0,121.05,73.65,-213.3,41,27
249346,-148,560,-204,0,123,74.25,-209.1,67,27
249494,-304,1172,404,0,120.45,75,-215.85,52,27
249586,-252,976,308,0,120.15,75.3,-216.6,48,27
249747,-192,924,416,0,117.9,74.85,-216.6,67,27
249908,-204,1256,124,0,115.05,63.6,-223.8,67,27
249962,412,1132,-144,0,116.4,54,-221.7,93,27
250116,-104,844,-104,0,121.05,55.5,-212.7,45,27
250277,656,320,-1996,0,138.15,80.4,-225.9,71,27
250310,-376,444,796,0,133.8,94.65,-218.25,105,27
250462,-148,584,-140,0,131.1,90,-219.75,101,27
250623,-284,920,8,0,133.35,94.35,-221.85,86,27
250674,-256,804,-52,0,143.1,139.05,-213.6,108,27
250831,-360,672,-68,0,132.6,157.35,-178.65,75,27
250884,-252,840,192,0,117.75,154.35,-156.9,56,27
251038,-456,804,88,0,115.8,157.5,-157.2,41,27
251291,-324,944,208,0,128.7,90.9,-237.15,33,27
251338,-188,1172,644,0,128.7,73.95,-249.75,56,27
251498,-360,1152,580,0,121.2,32.85,-249.6,22,27
251660,-488,736,280,0,127.2,35.7,-245.25,30,27
251698,-440,940,416,0,127.2,35.4,-244.95,33,27
251867,-428,892,500,0,128.55,36.15,-243.75,56,27
252029,-444,608,308,0,129.15,34.65,-243.45,33,27
252062,-496,932,416,0,128.4,34.95,-242.55,15,27
252212,-452,928,232,0,130.8,34.8,-240.15,33,27
252262,-392,860,304,0,130.05,35.85,-239.7,37,27
252420,-528,888,332,0,130.65,34.2,-242.7,67,27
252462,-432,1036,140,0,130.2,35.55,-244.5,60,27
252627,-396,840,164,0,130.35,35.55,-244.05,33,27
252788,-440,764,236,0,128.4,37.2,-242.85,45,27
252824,-416,872,284,0,125.55,36.3,-243.6,15,27
252973,-412,788,336,0,126.15,37.5,-243.9,41,27
253157,-208,948,280,0,130.5,35.1,-241.5,97,27
253214,-672,600,280,0,134.4,34.5,-240.3,56,27
253364,-1788,-2040,948,0,142.2,42.45,-245.1,45,27
253526,-656,1088,128,0,135,106.95,-168.6,41,27
253558,-724,700,152,0,130.2,120,-158.1,37,27
253710,-660,764,144,0,130.5,120.45,-154.95,22,27
253802,-780,800,92,0,130.5,120.3,-153.3,48,27
253964,-576,868,-144,0,128.7,127.35,-144.9,108,27
254026,-796,852,88,0,129.45,129.45,-144.15,48,27
254194,-700,804,56,0,128.7,132.45,-138.75,41,27
254230,-812,700,180,0,128.25,136.8,-129.15,60,27
254378,-804,796,168,0,127.2,138.45,-127.8,30,27
254471,-832,708,192,0,128.25,139.2,-125.55,22,27
254634,-856,744,124,0,128.7,139.65,-125.4,60,27
254722,-788,752,112,0,127.65,139.65,-126.45,26,27
254885,-756,688,112,0,127.05,139.5,-126.75,26,27
255046,-856,772,152,0,129.45,140.85,-125.55,75,27
255098,-824,608,332,0,127.95,140.1,-124.8,101,27
255254,-784,660,116,0,128.7,140.1,-124.95,33,27
255415,-808,588,32,0,128.85,140.85,-123.6,33,27
255446,-808,684,112,0,126.6,144.9,-117.15,33,27
255599,-752,652,432,0,123.3,139.8,-85.95,56,27
255761,-864,624,48,0,114.6,126.15,-69.15,71,27
255798,-824,572,32,0,114.15,125.85,-69.15,37,27
255945,-920,716,104,0,115.5,125.85,-68.85,48,27
255998,-944,740,220,0,114.9,123.3,-72.6,30,27
256152,-844,680,72,0,115.65,122.7,-73.2,11,27
256383,-840,660,44,0,115.2,121.35,-75,15,27
256420,-792,632,96,0,115.65,122.25,-75.3,18,27
256567,-788,676,76,0,115.2,121.05,-76.65,11,27
256728,-748,708,12,0,116.55,118.05,-77.55,22,27
256762,-852,888,76,0,116.85,116.7,-81.3,48,27
256913,-840,756,144,0,116.85,114.6,-83.1,18,27
257097,-832,680,112,0,118.8,114.45,-82.5,22,27
257142,-788,820,60,0,120.6,97.5,-94.5,15,27
257304,-756,768,120,0,120,94.8,-96.3,37,27
257343,-708,704,4,0,120.9,94.65,-95.85,26,27
257489,-824,852,-16,0,121.5,92.7,-95.85,60,27
257742,-740,684,148,0,122.4,92.1,-95.4,30,27
257786,-804,780,-48,0,123,90.9,-96.6,26,27
257950,-864,960,-224,0,125.85,87.45,-94.65,63,27
258111,-700,624,-148,0,125.85,103.65,-80.85,41,27
258142,-764,416,-92,0,124.05,111.45,-76.05,33,27
258295,-844,572,-36,0,122.1,109.05,-78.9,52,27
258456,-944,788,-156,0,120.9,107.7,-81.3,41,27
258490,-860,708,-108,0,122.1,108,-80.7,26,26
258641,-832,564,-120,0,118.2,121.8,-68.25,67,26
258722,-904,628,-92,0,111.75,132.9,-54,33,26
258871,-856,572,4,0,111.3,135.9,-51.75,60,26
259240,-904,760,280,0,89.1,148.5,-57.9,101,26
259286,-952,596,8,0,90.6,148.2,-57.3,75,26
259447,-1000,796,108,0,93.15,144.15,-65.55,127,26
259514,-872,660,80,0,94.8,143.55,-67.8,86,27
259678,-852,772,72,0,94.05,144.6,-67.5,41,27
259977,-848,552,40,0,93,144.9,-65.7,30,27
260022,-916,668,120,0,93.15,144.6,-66.9,22,27
260184,-932,652,116,0,94.05,143.7,-66.45,22,27
260346,-848,492,-80,0,93,144.15,-66.45,22,27
260378,-928,636,76,0,94.5,143.55,-67.95,37,27
260533,-908,644,52,0,93.6,143.25,-68.7,48,27
260714,-844,348,-12,0,94.2,143.85,-68.1,22,27
260763,-896,612,68,0,96,141.45,-72.15,26,27
260922,-904,636,52,0,98.4,137.85,-77.7,30,27
261014,-880,588,56,0,106.65,124.35,-93.3,56,27
261175,-836,604,56,0,108.9,120.15,-96.3,75,27
261218,-840,628,40,0,109.2,120.45,-96.3,63,27
261382,-792,608,76,0,110.4,114.6,-100.2,75,27
261418,-772,652,40,0,111.9,108.6,-104.55,26,27
261567,-876,820,-60,0,112.05,110.85,-101.85,45,26
261618,-808,356,-132,0,103.05,133.65,-79.5,60,26
261774,-800,376,60,0,101.25,138.75,-72.75,90,26
261818,-944,624,16,0,100.35,136.95,-75.15,71,26
261982,-888,600,-64,0,99.6,135.75,-75.45,67,26
262018,-912,596,4,0,98.7,133.65,-77.25,82,26
262166,-736,624,-148,0,95.85,132.45,-79.65,86,26
262221,-744,752,-4,0,92.25,130.5,-81.6,63,26
262373,-720,848,-64,0,90.6,131.4,-82.2,18,26
262422,-744,712,52,0,88.2,130.2,-84.6,18,26
262581,-624,772,40,0,85.8,129.6,-87.75,11,26
262622,-636,648,16,0,87,129.75,-90.15,30,26
262788,-628,904,164,0,86.4,129.45,-93.15,3,26
262822,-712,864,116,0,87.75,129.9,-93.15,15,26
262972,-728,928,116,0,88.2,129.3,-93.45,11,26
263023,-768,812,56,0,88.8,130.05,-91.65,26,26
263180,-628,712,100,0,88.2,129.6,-90.45,11,26
263226,-720,796,144,0,88.8,130.65,-90.6,11,26
263387,-760,788,88,0,89.4,130.05,-89.4,56,26
263426,-692,760,80,0,87.75,130.35,-89.7,60,26
263594,-724,772,92,0,88.35,129.3,-90.15,37,26
263626,-672,796,112,0,87.3,130.2,-90.15,52,26
263781,-680,824,120,0,86.4,129.3,-90.3,22,26
263826,-692,804,108,0,86.7,129.3,-90.9,22,26
263986,-648,848,132,0,85.95,128.85,-92.25,22,26
264026,-664,840,124,0,86.1,129,-93.3,22,26
264193,-640,852,132,0,85.35,128.85,-93.3,33,26
264226,-668,844,140,0,84.45,130.05,-93.6,45,26
264378,-644,832,168,0,84.75,129.3,-93.75,30,26
264426,-640,824,184,0,85.2,129,-94.05,26,26
264585,-644,836,200,0,85.65,130.35,-94.95,26,26
264626,-664,836,188,0,86.55,129.3,-94.2,26,26
264792,-680,832,160,0,85.95,128.4,-93.9,22,26
264826,-660,828,172,0,85.65,128.85,-94.2,11,26
264977,-676,792,168,0,86.4,129.6,-94.5,26,26
265026,-680,796,148,0,84.9,129.15,-94.95,11,26
265184,-688,612,76,0,84.3,129,-97.8,33,26
265228,-508,976,376,0,80.7,129.75,-105.45,45,26
265391,-504,816,220,0,81.15,128.7,-100.2,41,26
265426,-532,896,240,0,81.9,128.7,-96.45,52,26
265576,-636,708,68,0,83.55,129.45,-91.2,37,27
265626,-632,864,180,0,83.25,128.55,-94.95,30,27
265783,-656,828,156,0,83.85,128.1,-97.35,7,27
265826,-636,892,196,0,84,129.6,-97.8,18,27
265990,-636,844,200,0,84.6,128.4,-98.4,18,27
266026,-644,820,228,0,84.9,128.85,-97.65,18,27
266175,-660,816,216,0,84.3,128.55,-98.25,7,27
266226,-648,812,216,0,84.75,128.55,-98.4,15,27
266382,-664,820,208,0,84.75,129.3,-98.55,11,27
266426,-648,828,200,0,84.6,129.75,-98.1,7,27
266590,-636,832,236,0,85.35,129.3,-98.85,18,26
266626,-636,828,248,0,85.5,129.9,-99,30,26
266774,-656,812,224,0,84.9,129.15,-99.15,11,26
266829,-656,816,208,0,85.95,128.7,-99.3,11,26
266981,-672,804,212,0,86.1,129.15,-98.25,18,26
267026,-656,796,220,0,85.35,129.75,-98.4,18,26
267188,-656,804,232,0,85.95,128.55,-98.55,15,26
267226,-664,804,216,0,85.8,128.85,-98.85,15,26
267373,-664,808,224,0,85.5,129,-98.85,22,26
267426,-664,800,224,0,86.25,128.85,-99.15,3,26
267580,-676,800,228,0,85.8,128.7,-98.7,18,27
267626,-664,804,216,0,86.7,129,-99.3,7,27
267788,-660,800,236,0,85.8,129.45,-99,30,27
267826,-664,800,236,0,85.05,128.7,-98.25,18,27
267995,-672,804,220,0,86.1,128.85,-98.85,11,27
268026,-672,812,220,0,85.95,129,-98.4,18,27
268179,-672,780,220,0,85.95,129.45,-98.7,7,27
268226,-668,812,228,0,86.1,128.4,-98.85,3,27
268389,-660,804,220,0,86.1,129.6,-99.15,11,27
268426,-652,800,220,0,85.65,128.4,-99.6,18,27
268617,-660,808,240,0,84.9,128.7,-99,0,26
268666,-660,792,228,0,86.85,129.45,-98.4,11,26
268824,-676,808,216,0,86.1,128.85,-99.75,11,26
268866,-684,812,248,0,87.3,128.7,-98.85,30,26
269032,-676,784,232,0,86.7,129,-98.85,15,26
269066,-680,792,228,0,86.55,128.7,-98.85,15,26
269216,-676,784,224,0,86.4,129,-99.3,7,26
269266,-684,792,232,0,87.3,129.15,-98.85,15,26
269423,-672,760,232,0,86.7,129,-98.85,18,26
269466,-688,784,212,0,87.45,129,-99,22,26
269631,-692,784,200,0,87.45,129.45,-98.55,11,27
269666,-672,788,220,0,87,129,-99,18,27
269815,-684,800,236,0,86.55,129,-99.45,7,27
269866,-684,788,212,0,86.1,128.7,-99.75,18,27
270022,-684,800,212,0,86.7,128.4,-99.45,15,27
270066,-688,780,228,0,85.95,129.3,-99.3,41,27
270230,-676,804,216,0,86.85,129.45,-100.05,22,27
270266,-676,796,224,0,86.7,129.75,-99,26,27
270414,-680,792,224,0,86.1,129.6,-99.75,63,27
270466,-680,796,212,0,86.55,129.45,-100.8,22,27
270622,-676,792,224,0,86.25,128.85,-100.65,22,27
270670,-688,780,220,0,86.1,129.45,-100.2,18,27
270829,-676,788,220,0,87,129.9,-99.75,30,27
270870,-676,804,208,0,87.45,129.15,-99.9,18,27
271036,-684,772,216,0,87.6,129.15,-100.35,18,27
271070,-680,792,228,0,87.3,128.55,-99.45,15,27
271220,-684,788,224,0,87.3,129.3,-99.3,18,27
271270,-688,780,220,0,86.85,128.4,-100.2,22,27
271428,-684,780,224,0,87.75,129,-99.45,7,27
271476,-680,776,208,0,87.15,129,-99.9,67,26
271635,-688,788,228,0,87.45,129.75,-98.4,26,26
271674,-700,792,224,0,87.3,129.6,-99.6,33,26
271843,-676,780,228,0,86.85,130.05,-100.2,15,26
271874,-680,792,232,0,87.6,129.75,-99.6,7,26
272027,-684,788,240,0,87,129.15,-99.75,33,26
272074,-680,780,224,0,86.55,128.85,-99.6,15,26
272234,-692,780,224,0,86.4,129.15,-99.3,26,26
272274,-684,788,232,0,87,128.55,-99.9,22,26
272442,-692,780,228,0,87.3,128.7,-100.05,60,26
272474,-688,780,216,0,88.2,128.55,-100.05,56,27
272626,-668,764,232,0,87.75,129,-99.75,26,27
272674,-688,784,232,0,87.15,129.15,-100.5,11,27
272833,-692,804,228,0,87.45,128.85,-99.6,18,27
272875,-688,772,224,0,87.6,128.55,-99.45,26,27
273041,-692,776,232,0,87,128.1,-99.9,22,27
273076,-692,780,220,0,87.75,129,-99,18,27
273225,-688,776,224,0,88.05,129,-98.7,7,27
273274,-696,784,228,0,87.3,128.85,-98.7,26,27
273432,-692,772,216,0,87.75,128.85,-99.45,30,27
273474,-688,768,240,0,87.9,129.3,-98.7,30,27
273640,-692,788,220,0,87,129,-99.3,71,27
273674,-680,780,228,0,86.7,129.15,-99.3,67,27
273824,-696,784,216,0,88.35,128.85,-99.45,67,27
273874,-692,780,228,0,87.45,128.7,-99.15,37,27
274031,-684,792,216,0,87.3,130.2,-99.9,26,27
274074,-680,784,220,0,86.55,128.85,-99.15,18,27
274239,-680,780,228,0,87,128.85,-98.7,30,27
274274,-688,780,236,0,87.3,128.4,-98.85,30,27
274423,-684,780,224,0,87.3,129.15,-99.15,33,27
274474,-696,788,224,0,86.7,128.85,-100.05,33,26
274633,-680,780,244,0,87.3,129.3,-99.45,37,26
274674,-688,792,232,0,87,128.7,-100.5,33,26
274838,-676,796,216,0,87.15,129.15,-99,30,26
274874,-684,776,252,0,86.7,129.45,-99.9,22,26
275022,-692,788,228,0,87.15,129,-99.3,33,26
275074,-692,780,236,0,87.3,129.3,-98.85,30,26
275230,-672,780,236,0,88.05,128.85,-98.7,15,26
275274,-672,784,224,0,87.15,128.55,-99.15,26,26
275437,-688,776,228,0,87,128.7,-97.95,30,26
275474,-680,776,236,0,87.15,129.45,-99.3,37,26
275621,-684,780,220,0,87.75,128.55,-99,15,26
275674,-692,772,232,0,87.15,128.7,-98.7,18,26
275828,-676,788,228,0,86.25,129,-98.55,18,26
275874,-680,800,232,0,86.55,129.15,-98.85,18,26
276036,-696,784,244,0,87,129.6,-100.2,18,26
276074,-680,776,232,0,87.45,129.3,-99.6,33,26
276220,-672,792,216,0,86.7,128.55,-99.9,3,26
276274,-660,792,228,0,88.05,129.45,-100.5,18,26
276428,-680,800,236,0,86.7,128.55,-100.35,11,26
276474,-672,780,224,0,87,129.75,-100.8,7,27
276635,-680,776,240,0,86.25,127.8,-100.65,26,27
276674,-692,784,228,0,86.85,129.3,-100.05,18,27
276842,-680,784,248,0,86.1,128.25,-100.05,33,27
276874,-672,788,236,0,86.25,129.3,-101.4,18,27
277027,-668,776,248,0,86.7,128.55,-100.5,18,27
277074,-688,840,208,0,86.7,128.7,-101.1,11,27
277234,-688,796,256,0,87.15,129.75,-100.05,22,27
277274,-672,768,256,0,86.4,128.4,-100.2,18,27
277441,-672,800,244,0,86.7,128.7,-100.8,7,27
277626,-680,780,252,0,87.15,128.55,-100.05,22,27
277674,-688,772,248,0,86.55,129.75,-100.05,26,27
277835,-692,768,240,0,88.35,128.55,-100.8,26,27
277874,-684,756,236,0,87.15,129,-99.75,18,27
278040,-680,768,244,0,88.2,128.55,-100.65,45,27
278074,-680,780,232,0,87.9,130.2,-99.6,33,27
278225,-700,772,252,0,87.45,129.6,-101.1,26,27
278274,-684,760,232,0,87.6,129.75,-100.2,11,27
278432,-700,768,260,0,88.05,128.4,-99.6,33,27
278474,-688,744,264,0,87,127.95,-99.15,18,27
278639,-704,764,248,0,86.7,128.25,-100.2,15,27
278674,-656,844,204,0,87,128.55,-101.1,22,27
278824,-660,820,276,0,87.15,128.85,-101.25,45,27
278874,-676,744,340,0,88.8,129.15,-101.25,37,27
279031,-724,820,252,0,88.05,129.3,-99.75,26,27
279074,-736,736,208,0,88.8,129.45,-98.85,37,27
279238,-708,668,244,0,88.5,129,-97.5,15,27
279276,-728,700,248,0,89.4,128.85,-97.35,33,27
279423,-740,780,212,0,90.45,129.15,-98.4,15,27
279474,-720,736,240,0,89.25,129,-97.65,15,27
279630,-704,756,236,0,89.25,129.6,-99.15,7,27
279674,-720,768,236,0,89.7,129.15,-99,15,27
279838,-724,744,216,0,89.55,129.45,-99.3,3,27
279874,-724,752,224,0,88.8,128.55,-97.95,22,27
280022,-740,756,232,0,89.55,128.55,-99.45,11,27
280074,-736,756,228,0,88.95,129.15,-99.15,3,27
280230,-720,752,232,0,89.4,129,-98.85,11,27
280275,-720,768,244,0,88.95,129.75,-98.4,7,27
280437,-700,740,228,0,89.4,129.6,-98.55,0,27
280474,-704,756,240,0,89.7,129.45,-99.3,3,27
280621,-708,760,236,0,89.4,129.3,-98.7,7,27
280674,-720,764,240,0,88.95,129,-98.85,7,27
280828,-700,752,224,0,89.55,129.75,-98.7,22,27
280876,-704,764,248,0,88.05,129.75,-99.3,18,27
281036,-708,760,236,0,88.2,128.4,-99.3,3,27
281078,-712,756,244,0,88.65,128.85,-98.4,15,27
281243,-712,760,228,0,88.05,129.75,-99,7,27
281278,-704,772,232,0,88.2,129.45,-99.15,30,27
281427,-704,756,236,0,88.35,128.25,-99.45,15,27
281478,-708,776,236,0,88.35,129.3,-99.15,7,26
281635,-712,768,236,0,88.2,128.4,-99.45,22,26
281678,-700,756,236,0,88.5,129.6,-98.85,26,26
281842,-696,768,240,0,87.75,129.6,-99.6,7,26
281879,-696,768,240,0,87.75,128.85,-99.9,33,26
282026,-712,764,228,0,88.2,128.7,-99.6,3,26
282078,-708,768,236,0,88.8,128.4,-99,11,26
282234,-700,768,240,0,88.35,129.45,-98.55,15,26
282278,-708,760,232,0,88.5,128.1,-99.75,0,26
282443,-704,776,240,0,88.65,129.15,-98.85,0,26
282479,-692,768,232,0,88.5,129.15,-99.45,15,26
282625,-704,776,232,0,88.2,128.7,-99.75,7,26
282678,-716,768,232,0,88.35,128.55,-100.05,18,26
282833,-712,752,232,0,88.65,129,-99.45,3,26
282878,-704,760,244,0,88.8,128.85,-99.15,7,26
283040,-696,780,236,0,87.9,129,-99.9,0,26
283078,-696,760,240,0,88.35,128.4,-99.6,11,26
283247,-712,740,232,0,88.5,129,-99.9,33,26
283282,-708,772,224,0,88.8,129.15,-99.75,15,26
283432,-704,768,244,0,88.35,128.7,-99.45,7,26
283482,-700,752,224,0,88.2,129,-100.05,15,27
283639,-712,772,240,0,88.65,129.45,-99.9,15,27
283682,-696,760,244,0,88.8,129.15,-99.15,22,27
283846,-712,760,228,0,89.25,129.9,-98.85,26,27
283882,-720,768,232,0,88.2,128.7,-98.85,15,27
284031,-724,768,236,0,89.55,129.15,-98.85,7,27
284082,-700,760,228,0,88.2,128.7,-99.45,7,27
284238,-708,768,248,0,89.1,129.6,-99.6,3,27
284286,-704,760,244,0,88.95,128.7,-99.15,0,27
284446,-708,760,236,0,89.25,128.7,-98.85,3,27
284486,-716,760,264,0,88.65,128.7,-98.7,3,26
284653,-716,756,236,0,88.65,128.85,-98.85,3,26
284686,-712,752,236,0,87.9,128.55,-100.05,22,26
284837,-700,760,252,0,88.2,130.05,-99.3,3,26
284886,-696,772,252,0,88.8,129.45,-99.9,11,26
285044,-712,752,240,0,88.65,129.45,-99.3,7,26
285086,-720,752,252,0,88.8,129,-99.45,7,26
285252,-712,744,252,0,89.25,129.75,-100.05,26,26
285286,-712,752,256,0,88.95,129.45,-99.75,30,26
285436,-716,764,244,0,88.35,129.3,-100.2,33,26
285492,-712,764,256,0,89.1,128.7,-100.2,26,27
285644,-708,748,236,0,89.1,128.25,-99.75,37,27
285690,-716,760,256,0,88.5,129.45,-100.05,18,27
285851,-708,748,244,0,89.1,129,-100.05,18,27
285890,-704,760,256,0,89.1,129,-99.75,22,27
286058,-712,756,248,0,89.1,129.15,-99.6,22,27
286091,-716,744,260,0,88.2,128.85,-99.75,7,27
286243,-712,760,244,0,89.4,129.6,-99.9,26,27
286290,-712,768,256,0,88.95,128.55,-99.9,26,27
286450,-724,752,248,0,88.95,128.7,-99.6,18,27
286657,-700,752,232,0,88.8,128.85,-99.3,15,26
286690,-712,752,260,0,89.1,129,-99.75,18,26
286842,-708,764,272,0,88.95,128.55,-99.9,15,26
286890,-716,748,248,0,89.25,128.7,-100.35,15,26
287049,-708,764,240,0,88.95,129.15,-100.05,26,26
287092,-708,760,260,0,88.35,129.75,-99.9,15,26
287256,-708,752,240,0,88.35,129.45,-100.2,7,26
287290,-716,744,256,0,88.2,128.85,-99.75,18,26
287441,-704,776,264,0,89.25,129.6,-99.9,33,26
287490,-704,776,256,0,89.25,129,-100.95,18,27
287648,-712,756,244,0,88.35,129.9,-99.9,37,27
287690,-708,748,240,0,88.5,129.15,-100.5,18,27
287855,-712,748,240,0,89.1,128.55,-100.2,18,27
287890,-696,748,244,0,89.4,129,-100.5,30,27
288040,-704,772,248,0,87.75,129,-101.1,15,27
288090,-704,748,256,0,88.65,129.3,-100.65,15,27
288247,-700,756,248,0,88.8,128.85,-100.5,15,27
288290,-700,764,248,0,88.5,129.15,-100.8,15,27
288454,-704,760,252,0,87.75,128.85,-100.95,18,27
288490,-712,744,244,0,88.5,129.3,-101.4,15,26
288639,-704,764,256,0,89.1,128.25,-100.8,11,26
288692,-700,748,244,0,88.8,128.55,-100.05,67,26
288846,-724,768,248,0,88.35,129.15,-100.5,11,26
288890,-696,764,244,0,89.55,128.4,-100.2,22,26
289054,-712,760,252,0,88.8,128.7,-100.35,37,26
289090,-716,748,240,0,88.8,129.45,-99.9,52,26
289238,-720,764,244,0,89.55,128.55,-100.35,18,26
289290,-712,776,248,0,89.1,129.3,-100.5,11,26
289445,-752,848,208,0,88.5,129.15,-100.5,33,26
289490,-668,792,236,0,87.9,129.3,-98.55,22,26
289652,-672,784,168,0,88.95,128.55,-95.7,7,26
289690,-664,808,184,0,87.9,129.15,-95.1,3,26
289837,-656,740,120,0,89.85,128.4,-91.95,22,26
289890,-732,788,164,0,90.9,128.7,-89.85,11,26
290044,-788,716,92,0,92.55,129.9,-86.85,26,26
290090,-784,700,52,0,94.5,129.75,-84.9,18,26
290254,-776,776,36,0,93.6,131.25,-83.55,11,26
290290,-820,716,16,0,94.2,131.1,-83.1,22,26
290459,-752,648,36,0,94.05,131.4,-82.05,63,26
290494,-860,1016,88,0,92.25,130.5,-79.95,78,27
290643,-756,784,84,0,92.4,132.15,-78.15,22,27
290694,-628,544,-32,0,90.9,136.95,-71.1,45,27
290851,-744,780,16,0,90.6,137.4,-71.85,18,27
290894,-760,832,52,0,88.65,137.4,-71.1,37,27
291058,-760,756,120,0,85.2,145.35,-54.15,78,27
291094,-776,772,112,0,80.25,150.3,-39.6,75,27
291242,-808,756,76,0,77.85,151.05,-34.8,45,27
291294,-832,688,120,0,75.6,151.95,-28.5,41,27
291450,-760,716,48,0,72.6,151.2,-21.9,33,27
291494,-744,676,48,0,71.4,150.15,-21.45,26,27
291657,-820,844,284,0,74.25,148.95,-29.7,45,27
291696,-624,516,-28,0,74.85,149.7,-31.95,18,27
291841,-952,792,176,0,79.05,149.7,-39.15,56,27
291894,-776,796,-32,0,79.8,151.05,-36.3,63,27
292049,-668,596,-112,0,70.95,151.2,-22.35,41,27
292094,-888,720,-116,0,66.75,151.8,-16.5,30,27
292256,-1008,664,-96,0,63.6,151.05,-9.45,45,27
292294,-816,860,56,0,56.55,150.45,4.05,60,27
292440,-864,528,-268,0,54.3,150.45,8.4,33,27
292494,-632,572,-304,0,49.65,148.05,17.25,86,26
292648,-516,204,-396,0,49.05,148.8,17.25,33,26
292694,-744,552,-272,0,55.2,150.15,3.45,30,26
292855,-580,680,-308,0,69,152.1,-22.65,33,26
292894,-564,940,-156,0,71.4,151.2,-27.9,33,26
293063,-732,732,-188,0,74.4,151.5,-30.3,45,26
293094,-1068,740,-228,0,68.4,151.65,-16.35,30,26
293247,-820,444,-24,0,61.5,154.05,-5.85,18,26
293297,-888,524,-300,0,66.15,155.7,-10.05,45,26
293454,-872,304,-256,0,64.8,156,-4.95,56,26
