Time (seconds),X_accel,Y_accel,Z_accel,X_mag,Y_mag,Z_mag,light,sound,temp
70.82,-64,192,-992,62.4,85.2,-41.7,127,45,25
70.84,-48,192,-992,62.4,85.8,-40.35,127,45,25
70.87,-64,192,-1024,63,85.65,-40.2,127,48,25
70.89,-80,160,-976,62.85,85.05,-40.2,128,48,25
70.94,-48,176,-976,62.55,85.8,-41.7,128,33,25
70.96,-64,176,-1008,62.25,85.35,-40.95,129,48,25
70.99,-64,176,-1024,62.85,85.35,-40.35,135,48,25
71.02,-64,192,-992,62.25,85.5,-39.9,132,41,25
71.04,-64,192,-976,61.65,85.2,-40.05,137,45,25
71.08,-80,176,-992,62.85,85.05,-40.2,135,48,25
71.11,-64,160,-1008,61.95,85.35,-40.95,135,52,25
71.14,-48,192,-976,62.55,85.95,-40.65,135,33,25
71.16,-64,176,-992,62.25,85.8,-40.95,135,37,25
71.18,-48,176,-1008,63,85.5,-40.95,135,33,25
71.23,-64,176,-992,63.15,85.2,-40.65,135,30,25
71.26,-48,160,-992,62.85,85.5,-40.2,134,37,25
71.28,-80,176,-992,62.7,86.4,-40.8,136,45,25
71.31,-64,176,-992,62.85,85.65,-41.1,134,45,25
71.33,-64,192,-1008,63.15,84.9,-40.05,136,52,25
71.36,-64,192,-1008,62.1,85.05,-40.5,134,41,25
71.40,-64,192,-992,62.55,85.5,-41.1,136,45,25
71.43,-64,176,-1008,61.65,84.75,-40.65,134,41,25
71.45,-48,176,-976,63,85.65,-40.65,135,45,25
71.48,-48,192,-992,63.15,85.5,-40.95,135,52,25
71.50,-48,176,-1008,61.8,84.75,-39.9,135,52,25
71.54,-48,160,-1024,61.8,85.05,-40.2,138,41,25
71.57,-64,176,-992,62.4,85.5,-40.95,136,41,25
71.59,-48,176,-1008,62.55,85.65,-39.9,138,33,25
71.62,-48,192,-1008,62.7,85.65,-41.25,136,41,25
71.64,-64,176,-992,63.3,84.9,-40.35,134,45,25
71.66,-48,160,-992,63.3,84.6,-41.1,135,37,25
71.71,-48,192,-976,62.4,84.45,-40.05,135,41,25
71.73,-64,176,-1008,63,85.2,-40.2,135,56,25
71.76,-64,176,-992,62.7,84.9,-40.5,135,60,25
71.78,-64,160,-976,62.55,84.6,-40.65,135,63,25
71.81,-80,176,-992,62.4,85.05,-40.95,135,48,25
71.86,-64,176,-992,62.1,85.05,-40.05,135,67,25
71.88,-64,192,-1008,63,84.75,-40.8,135,33,25
71.91,-64,192,-976,62.7,85.35,-40.8,135,41,25
71.93,-64,176,-992,62.7,85.05,-40.8,135,22,25
71.96,-48,176,-992,61.95,85.2,-40.95,134,37,25
71.98,-64,176,-1008,63.75,86.1,-40.35,135,45,25
72.02,-80,176,-1008,61.8,85.5,-41.1,135,41,25
72.05,-48,176,-1008,62.85,85.65,-40.8,134,41,25
72.07,-64,192,-1008,62.85,85.35,-40.8,135,33,25
72.10,-64,176,-1008,63.45,85.8,-41.25,134,33,25
72.12,-48,176,-992,63.15,85.5,-40.35,135,37,25
72.17,-64,192,-976,61.35,85.5,-40.2,134,45,25
72.19,-64,176,-1008,62.4,85.2,-39.75,135,41,25
72.22,-48,176,-1008,63,85.95,-40.5,134,37,25
72.24,-64,176,-992,62.55,85.35,-40.65,139,48,25
72.27,-64,160,-976,62.1,84.9,-40.05,138,41,25
72.29,-64,160,-1008,63,85.35,-40.65,135,48,25
72.34,-48,192,-976,62.7,84.9,-40.5,135,48,25
72.36,-64,176,-992,62.55,84.6,-41.55,133,48,25
72.38,-48,176,-992,62.55,85.5,-40.2,133,52,25
72.41,-64,160,-1024,62.7,84.9,-40.65,135,41,25
72.43,-64,192,-1008,62.85,85.35,-40.95,134,45,25
72.48,-64,176,-1008,63,85.5,-40.65,138,26,25
72.50,-64,176,-976,62.4,85.95,-40.65,134,41,25
72.52,-32,160,-992,63,83.7,-40.95,135,41,25
72.55,-48,176,-1008,61.95,85.05,-40.5,133,30,25
72.58,-64,176,-1008,62.25,85.2,-41.55,135,41,25
72.60,-64,192,-992,61.5,85.5,-40.8,134,60,25
72.82,-64,176,-992,62.25,85.5,-39.9,135,22,25
72.86,-48,192,-976,63,85.8,-40.35,135,41,25
72.88,-64,176,-992,62.85,85.95,-41.1,135,41,25
72.91,-64,176,-992,62.85,85.2,-41.4,135,30,25
72.93,-48,176,-1008,63.3,85.65,-40.35,135,33,25
72.98,-64,192,-992,62.4,85.2,-39.75,136,30,25
73.00,-64,192,-992,61.95,84.75,-41.1,134,30,25
73.03,-48,192,-992,62.85,85.2,-40.35,136,33,25
73.05,-48,192,-1008,63.15,84.9,-40.65,135,30,25
73.08,-64,176,-976,63.3,84.9,-40.65,135,33,25
73.10,-48,192,-1008,62.25,85.05,-40.35,134,41,25
73.14,-64,176,-1008,61.5,85.8,-40.35,135,37,25
73.17,-80,192,-992,62.55,84.9,-41.4,135,41,25
73.19,-64,192,-992,61.95,84.9,-40.35,135,33,25
73.22,-48,176,-1024,63,85.5,-41.25,134,33,25
73.24,-48,176,-1008,62.85,84,-40.35,136,30,25
73.29,-48,192,-992,62.55,84.9,-40.5,136,45,25
73.32,-64,176,-976,63.15,85.95,-40.2,134,41,25
73.34,-80,160,-992,62.25,85.2,-40.05,135,52,25
73.36,-64,176,-992,62.85,84.9,-41.55,135,18,25
73.39,-48,192,-1008,63,85.05,-40.65,135,33,25
73.41,-48,176,-1008,62.7,84.75,-40.65,136,33,25
73.46,-64,176,-992,63.75,85.8,-40.35,139,45,25
73.48,-64,176,-992,63,84.6,-40.2,135,33,25
73.50,-48,176,-976,61.95,85.65,-40.65,135,37,25
73.53,-64,192,-992,62.85,84.9,-40.05,135,41,25
73.55,-48,192,-1008,62.85,84.9,-40.05,136,37,25
73.60,-48,160,-1008,62.55,85.35,-40.05,135,37,25
73.63,-48,192,-1008,62.25,84.9,-41.1,140,33,25
73.65,-64,176,-976,63.6,85.05,-40.35,135,30,25
73.68,-64,176,-1008,63.45,85.05,-40.95,135,37,25
73.70,-64,176,-976,63.15,85.35,-40.05,135,37,25
73.73,-64,192,-992,62.55,85.65,-39.9,135,30,25
73.77,-48,176,-1008,62.55,84.9,-39.9,135,26,25
73.80,-64,160,-1008,62.7,84.75,-40.65,135,22,25
73.82,-64,192,-1008,63.3,85.05,-40.5,136,41,25
73.84,-64,176,-1008,63,85.35,-40.8,135,26,25
73.87,-48,192,-992,62.55,85.2,-40.65,135,33,25
73.91,-48,160,-976,62.55,84.9,-40.5,134,30,25
73.94,-48,192,-992,62.25,85.05,-41.25,135,30,25
73.96,-64,192,-992,63.3,85.05,-40.5,135,33,25
73.98,-64,176,-976,63.6,85.2,-40.5,136,37,25
74.01,-64,176,-1008,63.15,85.35,-40.2,135,41,25
74.03,-64,176,-992,61.8,85.2,-40.2,136,22,25
74.08,-48,160,-1008,63,84.75,-40.95,136,45,25
74.10,-48,192,-992,62.4,85.65,-40.8,135,26,25
74.13,-32,176,-992,62.25,85.8,-40.8,135,33,25
74.15,-64,176,-976,62.55,84.45,-39.15,140,26,25
74.18,-64,176,-992,63.3,85.95,-40.35,139,33,25
74.22,-64,192,-1008,63,84.9,-40.2,135,37,25
74.24,-64,192,-1008,62.7,85.5,-40.05,135,48,25
74.27,-64,176,-992,63,85.65,-41.25,135,33,25
74.29,-64,176,-976,62.25,84.75,-40.95,136,26,25
74.32,-64,176,-992,63,85.8,-40.35,136,30,25
74.34,-64,176,-992,62.4,85.8,-40.35,135,45,25
74.38,-64,176,-1008,62.4,85.2,-41.1,139,37,25
74.41,-64,192,-992,62.4,84.3,-40.65,135,33,25
74.43,-48,176,-992,62.7,85.05,-40.35,139,33,25
74.46,-64,176,-992,62.25,85.5,-40.8,136,37,25
74.48,-48,192,-992,62.55,84.9,-40.65,135,37,25
74.53,-64,160,-976,63.75,85.35,-39.9,134,45,25
74.55,-64,160,-1024,63.15,85.2,-40.95,136,37,25
74.58,-64,160,-1008,62.55,84.9,-39.9,135,37,25
74.61,-48,176,-992,63,85.5,-40.05,136,37,25
74.63,-48,160,-1008,63.3,85.05,-39.6,134,37,25
74.66,-48,176,-1008,63.45,84.75,-40.35,136,37,25
74.70,-48,192,-1008,62.7,85.2,-40.35,135,45,25
74.72,-64,192,-992,63.15,85.5,-40.8,135,37,25
74.75,-64,176,-976,62.85,85.5,-40.35,135,41,25
74.77,-80,176,-992,62.7,84.9,-39.9,135,37,25
74.80,-64,176,-992,62.7,84.6,-40.2,134,30,25
74.84,-64,192,-1008,62.55,84.6,-40.65,140,41,25
74.87,-64,192,-1008,62.55,84.6,-39.75,134,48,25
74.89,-64,176,-992,63,85.65,-40.5,135,41,25
74.92,-48,176,-976,62.55,85.5,-40.65,135,33,25
74.94,-64,176,-992,63.3,84.45,-40.65,135,26,25
74.96,-64,176,-1008,63.6,85.05,-40.2,135,37,25
75.01,-64,176,-992,62.1,85.35,-40.95,135,37,25
75.04,-80,160,-976,63.3,85.2,-39.45,135,26,25
75.06,-48,160,-1008,62.4,85.5,-40.35,135,26,25
75.08,-64,176,-1008,63.75,84.75,-40.65,135,30,25
75.11,-48,176,-976,61.8,85.8,-40.65,135,26,25
75.15,-64,192,-1008,62.25,85.65,-40.05,135,30,25
75.18,-64,176,-992,62.55,85.35,-40.8,135,22,25
75.20,-64,176,-992,62.1,84.45,-40.95,135,30,25
75.22,-64,176,-1008,62.85,85.35,-40.95,135,41,25
75.25,-64,176,-992,62.7,85.65,-40.5,134,22,25
75.28,-80,176,-992,62.1,85.35,-40.65,136,33,25
75.47,-64,176,-992,62.85,85.05,-40.05,135,33,25
75.50,-64,176,-1008,62.55,85.8,-40.35,136,30,25
75.52,-64,176,-976,63.6,84.6,-39.75,135,33,25
75.55,-48,192,-1008,62.25,85.2,-40.65,136,37,25
75.57,-64,176,-976,62.1,85.05,-40.65,135,41,25
75.62,-48,176,-976,62.4,85.35,-40.2,140,33,25
75.64,-64,176,-1008,62.85,85.2,-40.95,139,41,25
75.67,-64,176,-992,62.85,84.9,-40.5,136,45,25
75.70,-64,208,-1008,62.25,85.5,-40.65,135,33,25
75.72,-64,176,-992,63.75,84.3,-40.8,135,30,25
75.77,-48,192,-992,63.3,85.2,-40.65,135,33,25
75.79,-64,176,-992,62.55,84.75,-40.35,136,45,25
75.82,-64,176,-1008,62.55,85.8,-40.5,135,33,25
75.84,-64,176,-992,62.7,84.6,-40.65,136,26,25
75.87,-64,192,-1008,62.4,84.9,-40.5,135,45,25
75.89,-48,176,-1024,62.4,85.05,-39.6,136,41,25
75.94,-64,160,-1008,63.15,85.35,-40.95,136,37,25
75.96,-48,176,-976,61.65,84.75,-40.2,136,37,25
75.99,-48,192,-992,63.15,84.9,-40.35,135,45,25
76.01,-64,176,-992,62.4,84.75,-40.95,135,45,25
76.04,-64,192,-1008,62.25,85.65,-40.2,136,63,25
76.08,-64,192,-976,62.7,84.9,-39.45,136,60,25
76.10,-64,192,-1008,62.25,85.5,-40.5,135,48,25
76.13,-48,192,-976,61.95,84.9,-39.9,135,48,25
76.16,-64,160,-992,63.15,85.2,-40.2,135,33,25
76.18,-64,192,-1008,62.4,85.8,-39.9,136,37,25
76.20,-48,192,-1008,63,85.5,-41.25,134,41,25
76.25,-64,176,-992,63.45,85.05,-40.65,137,37,25
76.28,-64,192,-976,61.8,86.1,-40.5,137,37,25
76.30,-64,176,-992,62.4,84.9,-40.05,135,37,25
76.32,-48,176,-992,62.55,85.8,-41.4,136,33,25
76.35,-64,176,-976,63.45,85.2,-41.1,136,30,25
76.40,-48,176,-992,62.4,84.45,-41.55,135,37,25
76.42,-80,176,-976,62.4,85.35,-40.65,136,33,25
76.44,-48,176,-992,63.45,85.95,-40.2,135,37,25
76.47,-64,192,-992,62.4,85.05,-41.1,137,30,25
76.49,-64,176,-992,62.85,84.75,-41.1,135,41,25
76.52,-48,192,-992,62.25,85.2,-40.2,135,30,25
76.56,-64,176,-992,62.25,84.75,-40.5,140,48,25
76.58,-64,160,-992,62.7,85.65,-40.95,139,41,25
76.61,-48,176,-1008,62.55,85.2,-40.5,135,30,25
76.63,-48,176,-992,63.6,84.75,-41.4,134,30,25
76.66,-48,176,-992,62.4,84.45,-41.85,135,26,25
76.71,-64,192,-1008,63.15,85.05,-40.8,135,33,25
76.73,-48,176,-992,63,84.9,-40.5,135,30,25
76.76,-48,160,-1008,62.85,84.45,-40.2,134,30,25
76.78,-64,160,-976,62.4,85.05,-40.65,134,30,25
76.81,-64,176,-992,62.55,84.6,-41.1,134,26,25
76.83,-64,176,-992,62.4,84.6,-41.1,133,26,25
76.88,-64,192,-1024,62.4,85.2,-40.95,132,41,25
76.90,-64,176,-1024,62.7,85.5,-40.8,132,37,25
76.92,-64,176,-1040,62.85,84.45,-41.25,133,30,25
76.95,-64,176,-960,62.55,84.75,-40.8,134,37,25
76.98,-48,192,-1008,63.15,84.75,-40.8,134,41,25
77.02,-64,192,-976,63.3,84.9,-42,133,41,25
77.05,-48,192,-1008,62.4,85.5,-40.5,133,30,25
77.07,-64,128,-1040,63,84.3,-41.85,132,41,25
77.10,-64,176,-976,63.3,85.65,-41.55,131,45,25
77.12,-48,192,-992,63,85.05,-42.15,130,45,25
77.15,-48,160,-992,63.15,85.5,-42.6,131,56,25
77.19,-48,176,-976,63.45,85.2,-41.4,129,45,25
77.22,-64,176,-1008,63.15,85.05,-42,123,45,25
77.24,-32,176,-1008,62.85,84.9,-42.45,123,45,25
77.26,-64,192,-976,62.7,85.35,-41.25,123,30,25
77.29,-144,464,-1088,63.3,84.75,-42.6,126,30,25
77.34,-160,272,-784,60.9,93.6,-40.5,119,33,25
77.36,-64,-80,-1168,60.9,96.6,-41.4,121,26,25
77.38,-624,1760,-512,61.95,95.55,-42,113,37,25
77.41,336,-304,-912,61.05,95.1,-44.85,120,60,25
77.44,-96,368,-1072,59.4,94.05,-37.05,119,37,25
77.46,-176,400,-1856,58.35,91.35,-29.85,117,37,25
77.51,-400,528,-608,44.4,85.35,-39.3,91,45,25
77.53,-192,-608,-1328,32.25,87.75,-42.6,69,41,25
77.56,-464,1632,-624,24.15,80.1,-50.7,51,45,25
77.58,-32,-176,384,22.5,74.85,-54.45,25,41,25
77.60,-2688,1344,256,24.45,72,-54.75,21,105,25
77.65,-928,0,-880,16.5,77.4,-46.65,31,135,25
77.67,-464,112,-528,-11.7,81.45,-47.55,0,71,25
77.70,-320,-96,128,-31.35,80.55,-44.85,0,86,25
77.72,-528,-272,1232,-47.4,82.35,-35.1,0,71,25
77.74,-640,32,704,-54.15,85.35,-25.5,0,45,25
77.77,-608,-272,384,-56.7,87.75,-17.25,0,37,25
77.81,-880,-208,672,-61.95,85.35,-10.35,0,33,25
77.84,-304,-160,1008,-68.4,82.65,-4.05,0,37,25
77.86,304,16,640,-70.65,81,-0.45,0,30,25
77.88,-32,-512,160,-72.15,78.6,5.7,0,33,25
77.91,-1040,-288,848,-71.1,77.4,6.75,0,37,25
78.12,-896,32,2288,-61.8,71.85,-13.8,0,22,25
78.15,-1584,128,2896,-46.5,83.25,-0.9,0,33,25
78.17,-208,0,416,-46.5,84.15,1.5,0,75,25
78.20,-368,-16,960,-46.2,85.05,5.4,0,37,25
78.22,-304,-144,304,-46.5,85.35,8.25,0,30,25
78.24,-128,-16,1392,-46.65,85.05,8.4,0,26,25
78.29,-48,48,848,-45.6,86.1,6.45,0,33,25
78.31,-368,112,1792,-44.1,88.05,1.05,0,41,25
78.34,-720,304,1872,-42.75,87.45,-1.8,0,60,25
78.36,-112,112,1008,-43.8,88.05,-2.7,0,45,25
78.38,-208,128,928,-44.85,87.45,-3.6,0,41,25
78.41,-432,112,896,-43.95,88.65,-3,0,37,25
78.45,16,112,864,-42,90.75,0.45,0,37,25
78.48,-176,96,880,-41.85,91.2,0.9,0,41,25
78.50,-304,-16,784,-42.6,93.6,1.2,0,30,25
78.53,-544,96,1088,-41.1,94.35,3,0,30,25
78.55,-224,80,864,-41.7,94.95,6,0,60,25
78.58,-160,80,752,-41.1,96.45,7.8,0,67,25
78.62,-288,-32,848,-41.85,99.75,7.35,0,60,25
78.65,-368,256,1056,-41.55,101.25,4.95,0,67,25
78.67,-64,288,960,-42.3,102.45,1.95,0,82,25
78.70,-224,336,1328,-42.45,103.5,-2.4,0,90,25
78.72,-304,320,1152,-44.4,103.65,-4.8,0,75,25
78.74,-400,464,1152,-45.9,102.75,-5.4,0,71,25
78.79,-352,320,976,-45.15,102.6,-3.45,0,71,25
78.81,-32,352,816,-45.6,102.6,-4.2,0,67,25
78.84,-176,224,896,-47.7,100.65,-4.35,0,86,25
78.86,-384,304,944,-47.85,99.3,-4.35,0,75,25
78.88,-288,336,816,-46.95,99.3,-6,0,78,25
78.91,-464,64,608,-46.2,99.6,-4.8,0,75,25
78.96,-368,368,880,-41.85,99.6,-9.9,0,90,25
78.98,-176,512,928,-40.95,97.95,-13.65,0,78,25
79.00,-288,464,816,-39.9,97.65,-16.95,0,67,25
79.03,-400,480,736,-38.4,96.6,-20.4,0,56,25
79.06,-400,400,848,-38.25,94.8,-21.3,0,52,25
79.10,-352,288,928,-40.05,93.75,-22.5,0,71,25
79.12,-256,432,752,-41.25,92.7,-22.35,0,75,25
79.15,-400,352,896,-42.15,93,-21.75,0,56,25
79.17,-352,320,768,-41.25,92.4,-21.75,0,67,25
79.20,-352,352,832,-39.6,92.55,-23.1,0,71,25
79.22,-528,400,960,-37.8,90.75,-24.9,0,60,25
79.26,-400,448,608,-36.3,89.7,-30.9,0,97,25
79.29,-224,480,752,-37.95,88.95,-33,0,67,25
79.31,-224,336,832,-38.55,88.35,-34.5,0,60,25
79.34,-272,352,768,-39.45,87,-35.25,0,37,25
79.36,-400,432,864,-39.3,85.8,-36.75,0,45,25
79.39,-560,480,944,-39.15,84.75,-37.2,0,45,25
79.43,-368,640,880,-39.9,84.6,-35.7,0,56,25
79.46,-400,560,800,-38.85,85.95,-33.6,0,86,25
79.48,-288,448,672,-37.8,86.25,-32.7,0,86,25
79.50,-976,-1136,1040,-38.25,86.55,-32.1,0,97,25
79.53,-176,528,768,-37.65,86.7,-30.75,0,90,25
79.57,-544,528,1056,-39.15,87,-29.7,0,82,25
79.60,-400,384,752,-39,86.1,-29.4,0,60,25
79.62,-416,336,816,-38.55,86.4,-29.55,0,60,25
79.65,-160,512,624,-37.05,85.5,-30,0,71,25
79.67,-192,448,672,-36.9,84.3,-29.85,0,48,25
79.70,-352,464,976,-38.25,84.3,-28.5,0,78,25
79.74,-240,480,624,-38.85,84.15,-24.9,0,78,25
79.77,-336,416,704,-36.75,84.3,-23.7,0,90,25
79.79,-48,448,496,-34.65,84.3,-23.55,0,90,25
79.82,-160,512,864,-34.35,84.6,-25.05,0,93,25
79.84,-80,416,992,-34.05,84.45,-24.3,0,93,25
79.86,208,112,960,-37.35,86.25,-21.15,0,78,25
79.91,240,320,880,-40.95,85.95,-17.25,0,71,25
79.93,0,320,1056,-41.1,86.7,-17.55,0,71,25
79.96,-1536,1056,1040,-40.65,87.75,-17.4,0,52,25
79.98,-96,240,1200,-36.3,87.3,-16.65,0,75,25
80.01,-336,368,1040,-34.2,88.65,-14.25,0,60,25
80.05,-16,496,1216,-33,88.95,-13.65,0,71,25
80.08,-912,544,1232,-31.35,86.85,-16.05,0,41,25
80.10,288,160,-1184,-32.25,87.3,-11.55,0,93,25
80.12,304,416,560,-32.55,87,-10.95,0,82,25
80.15,544,160,1024,-33,86.55,-9.6,0,75,25
80.18,336,352,880,-28.2,84.9,-10.35,0,71,25
80.22,-80,272,1248,-24.15,85.35,-6.9,0,75,25
80.24,32,224,1040,-23.55,84.15,-5.55,0,63,25
80.27,624,192,688,-22.2,83.4,-4.8,0,52,25
80.29,304,96,816,-19.95,82.05,-6.45,0,52,25
80.32,192,224,1024,-22.35,82.35,-5.85,0,82,25
80.34,688,128,1040,-20.55,82.2,-4.95,0,93,25
80.38,608,192,768,-14.1,81.3,-3.75,0,105,25
80.41,-48,224,1392,-5.25,80.85,-8.25,0,101,25
80.44,112,304,1104,-2.85,78.75,-9.6,0,82,25
80.46,352,224,1072,-0.75,77.4,-9.45,0,71,25
80.48,320,176,944,2.25,77.4,-8.4,0,33,25
80.51,-48,192,656,6.3,72.45,-4.65,0,52,25
80.55,784,-288,528,7.5,68.85,2.55,0,82,25
80.58,96,-16,240,10.65,66.9,5.4,0,93,25
80.60,48,-32,656,9.75,61.5,14.85,0,93,25
80.63,0,144,384,8.85,59.85,17.85,0,90,25
80.65,32,0,784,8.25,58.35,17.7,0,93,25
